station,valid,lon,lat,drct,sped,gust_mph,peak_wind_gust_mph,peak_wind_drct,peak_wind_time
SPW,2020-09-03 21:55,-95.2101,43.1682,300.00,21.85,27.60,M,M,M
SPW,2020-09-03 22:00,-95.2101,43.1682,310.00,17.25,25.30,M,M,M
SPW,2020-09-03 22:10,-95.2101,43.1682,M,21.85,M,M,M,M
SPW,2020-09-03 22:15,-95.2101,43.1682,310.00,17.25,M,M,M,M
SPW,2020-09-03 22:20,-95.2101,43.1682,320.00,17.25,M,M,M,M
SPW,2020-09-03 22:30,-95.2101,43.1682,310.00,12.65,M,M,M,M
SPW,2020-09-03 22:35,-95.2101,43.1682,300.00,17.25,24.15,M,M,M
SPW,2020-09-03 22:40,-95.2101,43.1682,310.00,18.40,24.15,M,M,M
SPW,2020-09-03 22:50,-95.2101,43.1682,310.00,14.95,M,M,M,M
SPW,2020-09-03 22:53,-95.2101,43.1682,310.00,19.55,M,31.05,310.00,2020-09-03 22:06
SPW,2020-09-03 22:55,-95.2101,43.1682,310.00,14.95,M,M,M,M
SPW,2020-09-03 23:10,-95.2101,43.1682,310.00,16.10,M,M,M,M
SPW,2020-09-03 23:15,-95.2101,43.1682,310.00,12.65,M,M,M,M
SPW,2020-09-03 23:25,-95.2101,43.1682,320.00,16.10,M,M,M,M
SPW,2020-09-03 23:30,-95.2101,43.1682,310.00,12.65,M,M,M,M
SPW,2020-09-03 23:35,-95.2101,43.1682,310.00,12.65,19.55,M,M,M
SPW,2020-09-03 23:45,-95.2101,43.1682,310.00,16.10,M,M,M,M
SPW,2020-09-03 23:50,-95.2101,43.1682,310.00,12.65,M,M,M,M
SPW,2020-09-03 23:53,-95.2101,43.1682,310.00,13.80,23.00,M,M,M
SPW,2020-09-03 23:55,-95.2101,43.1682,300.00,16.10,M,M,M,M
SPW,2020-09-04 00:00,-95.2101,43.1682,310.00,14.95,M,M,M,M
SPW,2020-09-04 00:05,-95.2101,43.1682,300.00,11.50,M,M,M,M
SPW,2020-09-04 00:10,-95.2101,43.1682,300.00,12.65,M,M,M,M
SPW,2020-09-04 00:15,-95.2101,43.1682,310.00,11.50,M,M,M,M
SPW,2020-09-04 00:30,-95.2101,43.1682,310.00,5.75,M,M,M,M
SPW,2020-09-04 00:40,-95.2101,43.1682,300.00,5.75,M,M,M,M
SPW,2020-09-04 00:45,-95.2101,43.1682,280.00,5.75,M,M,M,M
SPW,2020-09-04 00:50,-95.2101,43.1682,290.00,5.75,M,M,M,M
SPW,2020-09-04 00:53,-95.2101,43.1682,290.00,6.90,M,M,M,M
SPW,2020-09-04 01:05,-95.2101,43.1682,280.00,5.75,M,M,M,M
SPW,2020-09-04 01:10,-95.2101,43.1682,280.00,5.75,M,M,M,M
SPW,2020-09-04 01:15,-95.2101,43.1682,280.00,5.75,M,M,M,M
SPW,2020-09-04 01:20,-95.2101,43.1682,280.00,5.75,M,M,M,M
SPW,2020-09-04 01:25,-95.2101,43.1682,290.00,5.75,M,M,M,M
SPW,2020-09-04 01:35,-95.2101,43.1682,290.00,8.05,M,M,M,M
SPW,2020-09-04 01:40,-95.2101,43.1682,290.00,8.05,M,M,M,M
SPW,2020-09-04 01:45,-95.2101,43.1682,290.00,9.20,M,M,M,M
SPW,2020-09-04 01:53,-95.2101,43.1682,300.00,8.05,M,M,M,M
SPW,2020-09-04 01:55,-95.2101,43.1682,300.00,8.05,M,M,M,M
SPW,2020-09-04 02:00,-95.2101,43.1682,280.00,5.75,M,M,M,M
SPW,2020-09-04 02:10,-95.2101,43.1682,290.00,5.75,M,M,M,M
SPW,2020-09-04 02:15,-95.2101,43.1682,310.00,2.30,M,M,M,M
SPW,2020-09-04 02:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 02:25,-95.2101,43.1682,300.00,2.30,M,M,M,M
SPW,2020-09-04 02:30,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 02:35,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 02:40,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 02:50,-95.2101,43.1682,260.00,2.30,M,M,M,M
SPW,2020-09-04 02:53,-95.2101,43.1682,250.00,4.60,M,M,M,M
SPW,2020-09-04 02:55,-95.2101,43.1682,250.00,4.60,M,M,M,M
SPW,2020-09-04 03:05,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-04 03:10,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-04 03:15,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-04 03:20,-95.2101,43.1682,270.00,4.60,M,M,M,M
SPW,2020-09-04 03:25,-95.2101,43.1682,270.00,2.30,M,M,M,M
SPW,2020-09-04 03:30,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 03:35,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 03:40,-95.2101,43.1682,250.00,4.60,M,M,M,M
SPW,2020-09-04 03:45,-95.2101,43.1682,250.00,5.75,M,M,M,M
SPW,2020-09-04 03:53,-95.2101,43.1682,240.00,6.90,M,M,M,M
SPW,2020-09-04 03:55,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 04:00,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 04:05,-95.2101,43.1682,230.00,4.60,M,M,M,M
SPW,2020-09-04 04:15,-95.2101,43.1682,230.00,2.30,M,M,M,M
SPW,2020-09-04 04:20,-95.2101,43.1682,240.00,4.60,M,M,M,M
SPW,2020-09-04 04:25,-95.2101,43.1682,240.00,4.60,M,M,M,M
SPW,2020-09-04 04:35,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 04:40,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 04:50,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 04:53,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 04:55,-95.2101,43.1682,240.00,4.60,M,M,M,M
SPW,2020-09-04 05:00,-95.2101,43.1682,230.00,4.60,M,M,M,M
SPW,2020-09-04 05:15,-95.2101,43.1682,230.00,4.60,M,M,M,M
SPW,2020-09-04 05:20,-95.2101,43.1682,220.00,2.30,M,M,M,M
SPW,2020-09-04 05:25,-95.2101,43.1682,220.00,2.30,M,M,M,M
SPW,2020-09-04 05:35,-95.2101,43.1682,220.00,2.30,M,M,M,M
SPW,2020-09-04 05:40,-95.2101,43.1682,230.00,2.30,M,M,M,M
SPW,2020-09-04 05:50,-95.2101,43.1682,230.00,4.60,M,M,M,M
SPW,2020-09-04 05:53,-95.2101,43.1682,230.00,4.60,M,M,M,M
SPW,2020-09-04 05:55,-95.2101,43.1682,230.00,4.60,M,M,M,M
SPW,2020-09-04 06:00,-95.2101,43.1682,220.00,5.75,M,M,M,M
SPW,2020-09-04 06:05,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 06:10,-95.2101,43.1682,230.00,4.60,M,M,M,M
SPW,2020-09-04 06:15,-95.2101,43.1682,220.00,4.60,M,M,M,M
SPW,2020-09-04 06:25,-95.2101,43.1682,210.00,2.30,M,M,M,M
SPW,2020-09-04 06:35,-95.2101,43.1682,220.00,2.30,M,M,M,M
SPW,2020-09-04 06:45,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 06:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 06:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 07:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 07:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 07:10,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 07:15,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 07:20,-95.2101,43.1682,250.00,2.30,M,M,M,M
SPW,2020-09-04 07:25,-95.2101,43.1682,250.00,5.75,M,M,M,M
SPW,2020-09-04 07:30,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 07:35,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 07:40,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 07:45,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 07:50,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 07:53,-95.2101,43.1682,240.00,6.90,M,M,M,M
SPW,2020-09-04 07:55,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 08:00,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 08:05,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 08:15,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 08:20,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 08:35,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 08:40,-95.2101,43.1682,230.00,4.60,M,M,M,M
SPW,2020-09-04 08:45,-95.2101,43.1682,240.00,4.60,M,M,M,M
SPW,2020-09-04 08:50,-95.2101,43.1682,240.00,2.30,M,M,M,M
SPW,2020-09-04 08:53,-95.2101,43.1682,240.00,3.45,M,M,M,M
SPW,2020-09-04 09:00,-95.2101,43.1682,240.00,4.60,M,M,M,M
SPW,2020-09-04 09:05,-95.2101,43.1682,240.00,4.60,M,M,M,M
SPW,2020-09-04 09:10,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 09:20,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 09:40,-95.2101,43.1682,230.00,4.60,M,M,M,M
SPW,2020-09-04 09:45,-95.2101,43.1682,250.00,2.30,M,M,M,M
SPW,2020-09-04 09:50,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 09:53,-95.2101,43.1682,240.00,4.60,M,M,M,M
SPW,2020-09-04 09:55,-95.2101,43.1682,250.00,4.60,M,M,M,M
SPW,2020-09-04 10:00,-95.2101,43.1682,260.00,4.60,M,M,M,M
SPW,2020-09-04 10:10,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 10:15,-95.2101,43.1682,230.00,8.05,M,M,M,M
SPW,2020-09-04 10:25,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 10:30,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 10:35,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 10:40,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 10:45,-95.2101,43.1682,220.00,4.60,M,M,M,M
SPW,2020-09-04 10:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 10:53,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 11:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 11:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 11:15,-95.2101,43.1682,240.00,2.30,M,M,M,M
SPW,2020-09-04 11:20,-95.2101,43.1682,250.00,2.30,M,M,M,M
SPW,2020-09-04 11:25,-95.2101,43.1682,250.00,4.60,M,M,M,M
SPW,2020-09-04 11:30,-95.2101,43.1682,250.00,5.75,M,M,M,M
SPW,2020-09-04 11:35,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 11:40,-95.2101,43.1682,230.00,2.30,M,M,M,M
SPW,2020-09-04 11:45,-95.2101,43.1682,230.00,2.30,M,M,M,M
SPW,2020-09-04 11:50,-95.2101,43.1682,230.00,2.30,M,M,M,M
SPW,2020-09-04 11:53,-95.2101,43.1682,220.00,3.45,M,M,M,M
SPW,2020-09-04 11:55,-95.2101,43.1682,220.00,2.30,M,M,M,M
SPW,2020-09-04 12:00,-95.2101,43.1682,220.00,2.30,M,M,M,M
SPW,2020-09-04 12:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 12:10,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 12:15,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 12:20,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 12:30,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 12:35,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 12:40,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 12:50,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 12:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 13:00,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 13:05,-95.2101,43.1682,230.00,2.30,M,M,M,M
SPW,2020-09-04 13:10,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-04 13:15,-95.2101,43.1682,240.00,4.60,M,M,M,M
SPW,2020-09-04 13:25,-95.2101,43.1682,230.00,2.30,M,M,M,M
SPW,2020-09-04 13:30,-95.2101,43.1682,240.00,4.60,M,M,M,M
SPW,2020-09-04 13:35,-95.2101,43.1682,240.00,2.30,M,M,M,M
SPW,2020-09-04 13:45,-95.2101,43.1682,240.00,4.60,M,M,M,M
SPW,2020-09-04 13:50,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 13:53,-95.2101,43.1682,240.00,6.90,M,M,M,M
SPW,2020-09-04 13:55,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 14:05,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 14:10,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 14:15,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 14:20,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 14:25,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 14:30,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 14:35,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-04 14:40,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-04 14:45,-95.2101,43.1682,230.00,9.20,M,M,M,M
SPW,2020-09-04 14:50,-95.2101,43.1682,230.00,8.05,M,M,M,M
SPW,2020-09-04 14:53,-95.2101,43.1682,240.00,6.90,M,M,M,M
SPW,2020-09-04 14:55,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-04 15:00,-95.2101,43.1682,230.00,8.05,M,M,M,M
SPW,2020-09-04 15:05,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-04 15:15,-95.2101,43.1682,230.00,10.35,M,M,M,M
SPW,2020-09-04 15:20,-95.2101,43.1682,220.00,12.65,M,M,M,M
SPW,2020-09-04 15:25,-95.2101,43.1682,230.00,11.50,M,M,M,M
SPW,2020-09-04 15:30,-95.2101,43.1682,230.00,12.65,M,M,M,M
SPW,2020-09-04 15:35,-95.2101,43.1682,230.00,14.95,M,M,M,M
SPW,2020-09-04 15:40,-95.2101,43.1682,240.00,11.50,M,M,M,M
SPW,2020-09-04 15:45,-95.2101,43.1682,250.00,14.95,M,M,M,M
SPW,2020-09-04 15:50,-95.2101,43.1682,240.00,14.95,M,M,M,M
SPW,2020-09-04 15:53,-95.2101,43.1682,240.00,13.80,M,M,M,M
SPW,2020-09-04 15:55,-95.2101,43.1682,250.00,12.65,M,M,M,M
SPW,2020-09-04 16:00,-95.2101,43.1682,230.00,16.10,21.85,M,M,M
SPW,2020-09-04 16:05,-95.2101,43.1682,240.00,14.95,M,M,M,M
SPW,2020-09-04 16:10,-95.2101,43.1682,240.00,17.25,M,M,M,M
SPW,2020-09-04 16:15,-95.2101,43.1682,240.00,17.25,M,M,M,M
SPW,2020-09-04 16:25,-95.2101,43.1682,260.00,19.55,M,M,M,M
SPW,2020-09-04 16:30,-95.2101,43.1682,240.00,17.25,M,M,M,M
SPW,2020-09-04 16:35,-95.2101,43.1682,250.00,14.95,20.70,M,M,M
SPW,2020-09-04 16:40,-95.2101,43.1682,250.00,16.10,M,M,M,M
SPW,2020-09-04 16:45,-95.2101,43.1682,240.00,12.65,M,M,M,M
SPW,2020-09-04 16:50,-95.2101,43.1682,240.00,16.10,M,M,M,M
SPW,2020-09-04 16:53,-95.2101,43.1682,250.00,16.10,24.15,M,M,M
SPW,2020-09-04 16:55,-95.2101,43.1682,230.00,11.50,M,M,M,M
SPW,2020-09-04 17:00,-95.2101,43.1682,230.00,14.95,20.70,M,M,M
SPW,2020-09-04 17:05,-95.2101,43.1682,240.00,16.10,M,M,M,M
SPW,2020-09-04 17:10,-95.2101,43.1682,240.00,12.65,21.85,M,M,M
SPW,2020-09-04 17:15,-95.2101,43.1682,M,19.55,M,M,M,M
SPW,2020-09-04 17:20,-95.2101,43.1682,240.00,18.40,M,M,M,M
SPW,2020-09-04 17:25,-95.2101,43.1682,230.00,12.65,20.70,M,M,M
SPW,2020-09-04 17:35,-95.2101,43.1682,240.00,16.10,24.15,M,M,M
SPW,2020-09-04 17:40,-95.2101,43.1682,250.00,12.65,20.70,M,M,M
SPW,2020-09-04 17:45,-95.2101,43.1682,250.00,17.25,M,M,M,M
SPW,2020-09-04 17:50,-95.2101,43.1682,240.00,16.10,26.45,M,M,M
SPW,2020-09-04 17:53,-95.2101,43.1682,240.00,18.40,28.75,M,M,M
SPW,2020-09-04 18:00,-95.2101,43.1682,220.00,12.65,M,M,M,M
SPW,2020-09-04 18:05,-95.2101,43.1682,240.00,16.10,M,M,M,M
SPW,2020-09-04 18:10,-95.2101,43.1682,240.00,19.55,M,M,M,M
SPW,2020-09-04 18:15,-95.2101,43.1682,M,17.25,M,M,M,M
SPW,2020-09-04 18:20,-95.2101,43.1682,250.00,21.85,M,M,M,M
SPW,2020-09-04 18:25,-95.2101,43.1682,250.00,12.65,20.70,M,M,M
SPW,2020-09-04 18:30,-95.2101,43.1682,230.00,12.65,M,M,M,M
SPW,2020-09-04 18:35,-95.2101,43.1682,250.00,14.95,20.70,M,M,M
SPW,2020-09-04 18:40,-95.2101,43.1682,240.00,12.65,M,M,M,M
SPW,2020-09-04 18:45,-95.2101,43.1682,240.00,12.65,M,M,M,M
SPW,2020-09-04 18:50,-95.2101,43.1682,240.00,16.10,M,M,M,M
SPW,2020-09-04 18:53,-95.2101,43.1682,220.00,9.20,26.45,29.90,230.00,2020-09-04 18:08
SPW,2020-09-04 18:55,-95.2101,43.1682,230.00,11.50,M,M,M,M
SPW,2020-09-04 19:00,-95.2101,43.1682,230.00,12.65,M,M,M,M
SPW,2020-09-04 19:10,-95.2101,43.1682,260.00,16.10,M,M,M,M
SPW,2020-09-04 19:15,-95.2101,43.1682,240.00,12.65,M,M,M,M
SPW,2020-09-04 19:20,-95.2101,43.1682,230.00,14.95,M,M,M,M
SPW,2020-09-04 19:25,-95.2101,43.1682,230.00,12.65,24.15,M,M,M
SPW,2020-09-04 19:30,-95.2101,43.1682,M,19.55,25.30,M,M,M
SPW,2020-09-04 19:35,-95.2101,43.1682,240.00,17.25,24.15,M,M,M
SPW,2020-09-04 19:40,-95.2101,43.1682,250.00,17.25,M,M,M,M
SPW,2020-09-04 19:45,-95.2101,43.1682,260.00,17.25,M,M,M,M
SPW,2020-09-04 19:50,-95.2101,43.1682,240.00,19.55,M,M,M,M
SPW,2020-09-04 19:53,-95.2101,43.1682,240.00,14.95,25.30,M,M,M
SPW,2020-09-04 20:00,-95.2101,43.1682,260.00,17.25,M,M,M,M
SPW,2020-09-04 20:05,-95.2101,43.1682,250.00,17.25,26.45,M,M,M
SPW,2020-09-04 20:10,-95.2101,43.1682,240.00,16.10,21.85,M,M,M
SPW,2020-09-04 20:20,-95.2101,43.1682,250.00,18.40,M,M,M,M
SPW,2020-09-04 20:25,-95.2101,43.1682,250.00,14.95,20.70,M,M,M
SPW,2020-09-04 20:30,-95.2101,43.1682,250.00,17.25,M,M,M,M
SPW,2020-09-04 20:35,-95.2101,43.1682,260.00,14.95,M,M,M,M
SPW,2020-09-04 20:40,-95.2101,43.1682,240.00,14.95,M,M,M,M
SPW,2020-09-04 20:45,-95.2101,43.1682,260.00,11.50,M,M,M,M
SPW,2020-09-04 21:05,-95.2101,43.1682,240.00,12.65,M,M,M,M
SPW,2020-09-04 21:53,-95.2101,43.1682,300.00,13.80,M,M,M,M
SPW,2020-09-04 22:00,-95.2101,43.1682,300.00,8.05,M,M,M,M
SPW,2020-09-04 22:30,-95.2101,43.1682,300.00,11.50,M,M,M,M
SPW,2020-09-04 22:50,-95.2101,43.1682,300.00,16.10,M,M,M,M
SPW,2020-09-04 23:25,-95.2101,43.1682,300.00,12.65,M,M,M,M
SPW,2020-09-04 23:30,-95.2101,43.1682,300.00,10.35,M,M,M,M
SPW,2020-09-04 23:35,-95.2101,43.1682,290.00,10.35,M,M,M,M
SPW,2020-09-04 23:53,-95.2101,43.1682,290.00,9.20,M,M,M,M
SPW,2020-09-05 00:05,-95.2101,43.1682,280.00,8.05,M,M,M,M
SPW,2020-09-05 00:20,-95.2101,43.1682,270.00,5.75,M,M,M,M
SPW,2020-09-05 00:25,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-05 00:30,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-05 00:35,-95.2101,43.1682,270.00,5.75,M,M,M,M
SPW,2020-09-05 00:40,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-05 00:50,-95.2101,43.1682,250.00,5.75,M,M,M,M
SPW,2020-09-05 01:05,-95.2101,43.1682,280.00,5.75,M,M,M,M
SPW,2020-09-05 01:15,-95.2101,43.1682,280.00,5.75,M,M,M,M
SPW,2020-09-05 01:20,-95.2101,43.1682,270.00,5.75,M,M,M,M
SPW,2020-09-05 01:25,-95.2101,43.1682,270.00,5.75,M,M,M,M
SPW,2020-09-05 01:40,-95.2101,43.1682,270.00,5.75,M,M,M,M
SPW,2020-09-05 01:45,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-05 01:50,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-05 01:53,-95.2101,43.1682,250.00,6.90,M,M,M,M
SPW,2020-09-05 02:05,-95.2101,43.1682,250.00,9.20,M,M,M,M
SPW,2020-09-05 02:10,-95.2101,43.1682,250.00,5.75,M,M,M,M
SPW,2020-09-05 02:15,-95.2101,43.1682,250.00,5.75,M,M,M,M
SPW,2020-09-05 02:25,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-05 02:30,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-05 02:40,-95.2101,43.1682,260.00,5.75,M,M,M,M
SPW,2020-09-05 02:50,-95.2101,43.1682,250.00,5.75,M,M,M,M
SPW,2020-09-05 02:53,-95.2101,43.1682,250.00,6.90,M,M,M,M
SPW,2020-09-05 03:00,-95.2101,43.1682,250.00,8.05,M,M,M,M
SPW,2020-09-05 03:05,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-05 03:10,-95.2101,43.1682,240.00,9.20,M,M,M,M
SPW,2020-09-05 03:20,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-05 03:30,-95.2101,43.1682,240.00,9.20,M,M,M,M
SPW,2020-09-05 03:35,-95.2101,43.1682,240.00,9.20,M,M,M,M
SPW,2020-09-05 03:40,-95.2101,43.1682,240.00,9.20,M,M,M,M
SPW,2020-09-05 03:53,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-05 03:55,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-05 04:00,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-05 04:05,-95.2101,43.1682,240.00,8.05,M,M,M,M
SPW,2020-09-05 04:10,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-05 04:20,-95.2101,43.1682,250.00,5.75,M,M,M,M
SPW,2020-09-05 04:25,-95.2101,43.1682,290.00,4.60,M,M,M,M
SPW,2020-09-05 04:30,-95.2101,43.1682,300.00,2.30,M,M,M,M
SPW,2020-09-05 04:35,-95.2101,43.1682,330.00,5.75,M,M,M,M
SPW,2020-09-05 04:40,-95.2101,43.1682,340.00,9.20,M,M,M,M
SPW,2020-09-05 04:45,-95.2101,43.1682,350.00,9.20,M,M,M,M
SPW,2020-09-05 04:50,-95.2101,43.1682,340.00,5.75,M,M,M,M
SPW,2020-09-05 04:53,-95.2101,43.1682,340.00,5.75,M,M,M,M
SPW,2020-09-05 04:55,-95.2101,43.1682,330.00,5.75,M,M,M,M
SPW,2020-09-05 05:10,-95.2101,43.1682,330.00,5.75,M,M,M,M
SPW,2020-09-05 05:15,-95.2101,43.1682,320.00,5.75,M,M,M,M
SPW,2020-09-05 05:20,-95.2101,43.1682,320.00,5.75,M,M,M,M
SPW,2020-09-05 05:30,-95.2101,43.1682,310.00,5.75,M,M,M,M
SPW,2020-09-05 05:35,-95.2101,43.1682,300.00,5.75,M,M,M,M
SPW,2020-09-05 05:40,-95.2101,43.1682,300.00,5.75,M,M,M,M
SPW,2020-09-05 05:45,-95.2101,43.1682,280.00,5.75,M,M,M,M
SPW,2020-09-05 05:50,-95.2101,43.1682,290.00,5.75,M,M,M,M
SPW,2020-09-05 05:53,-95.2101,43.1682,290.00,5.75,M,M,M,M
SPW,2020-09-05 06:00,-95.2101,43.1682,300.00,5.75,M,M,M,M
SPW,2020-09-05 06:10,-95.2101,43.1682,340.00,2.30,M,M,M,M
SPW,2020-09-05 06:15,-95.2101,43.1682,340.00,2.30,M,M,M,M
SPW,2020-09-05 06:25,-95.2101,43.1682,290.00,2.30,M,M,M,M
SPW,2020-09-05 06:35,-95.2101,43.1682,260.00,2.30,M,M,M,M
SPW,2020-09-05 06:40,-95.2101,43.1682,270.00,2.30,M,M,M,M
SPW,2020-09-05 06:50,-95.2101,43.1682,230.00,2.30,M,M,M,M
SPW,2020-09-05 06:53,-95.2101,43.1682,250.00,3.45,M,M,M,M
SPW,2020-09-05 06:55,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-05 07:00,-95.2101,43.1682,300.00,2.30,M,M,M,M
SPW,2020-09-05 07:05,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-05 07:10,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-05 07:15,-95.2101,43.1682,300.00,2.30,M,M,M,M
SPW,2020-09-05 07:20,-95.2101,43.1682,270.00,2.30,M,M,M,M
SPW,2020-09-05 07:25,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-05 07:30,-95.2101,43.1682,0.00,0.00,M,M,M,M
SPW,2020-09-05 07:40,-95.2101,43.1682,250.00,2.30,M,M,M,M
SPW,2020-09-05 07:45,-95.2101,43.1682,260.00,2.30,M,M,M,M
SPW,2020-09-05 07:50,-95.2101,43.1682,240.00,5.75,M,M,M,M
SPW,2020-09-05 07:53,-95.2101,43.1682,230.00,6.90,M,M,M,M
SPW,2020-09-05 07:55,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-05 08:05,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-05 08:10,-95.2101,43.1682,230.00,8.05,M,M,M,M
SPW,2020-09-05 08:15,-95.2101,43.1682,230.00,5.75,M,M,M,M
SPW,2020-09-05 08:20,-95.2101,43.1682,240.00,5.75,M,M,M,M
